id,clase
285,Maiz
286,Maiz
287,Maiz
288,Soja
289,Ganaderia
290,Ganaderia
291,Maiz
292,Soja
293,Ganaderia
294,Soja
295,Soja
296,Maiz
297,Soja
298,Soja
299,Leñosas
300,Maiz
301,Ganaderia
302,Soja
303,Ganaderia
304,Ganaderia
305,Ganaderia
306,Ganaderia
307,Soja
308,Soja
309,Soja
310,Soja
311,Maiz
312,Maiz
313,Maiz
314,Soja
315,Soja
316,Maiz
317,Soja
318,Maiz
319,Soja
320,Soja
321,Soja
322,Soja
323,Soja
324,Soja
325,Soja
326,Soja
327,Ganaderia
328,Soja
329,Soja
330,Soja
331,Ganaderia
332,Soja
333,Ganaderia
334,Ganaderia
335,Ganaderia
336,Maiz
337,Soja
338,Ganaderia
339,Maiz
340,Soja
341,Sorgo
342,Ganaderia
343,Soja
344,Ganaderia
345,Soja
346,Soja
347,Soja
348,Maiz
349,Soja
350,Soja
351,Soja
352,Maiz
353,Maiz
354,Maiz
355,Soja
356,Soja
357,Soja
358,Soja
359,Soja
360,Ganaderia
361,Soja
362,Ganaderia
363,Maiz
364,Ganaderia
365,Maiz
366,Maiz
367,Soja
368,Ganaderia
369,Soja
370,Ganaderia
371,Ganaderia
372,Soja
373,Maiz
374,Soja
375,Maiz
376,Soja
377,Ganaderia
378,Ganaderia
379,Soja
380,Soja
381,Ganaderia
382,Soja
383,Soja
384,Ganaderia
385,Maiz
386,Leñosas
387,Maiz
388,Maiz
389,Girasol
390,Soja
391,Soja
392,Ganaderia
393,Soja
394,Ganaderia
395,Ganaderia
396,Ganaderia
397,Ganaderia
398,Soja
399,Soja
400,Soja
401,Soja
402,Soja
403,Soja
404,Soja
405,Soja
406,Ganaderia
407,Soja
408,Soja
409,Ganaderia
410,Soja
411,Soja
412,Soja
413,Maiz
414,Ganaderia
415,Soja
416,Ganaderia
417,Ganaderia
418,Maiz
419,Soja
420,Soja
421,Ganaderia
422,Ganaderia
423,Maiz
424,Soja
425,Soja
426,Soja
427,Soja
428,Soja
429,Ganaderia
430,Ganaderia
431,Ganaderia
432,Leñosas
433,Soja
434,Leñosas
435,Ganaderia
436,Soja
437,Maiz
438,Maiz
439,Soja
440,Ganaderia
441,Soja
442,Soja
443,Ganaderia
444,Soja
445,Maiz
446,Soja
447,Soja
448,Soja
449,Ganaderia
450,Ganaderia
451,Soja
452,Soja
453,Maiz
454,Soja
455,Soja
456,Ganaderia
457,Ganaderia
458,Soja
459,Maiz
460,Maiz
461,Ganaderia
462,Maiz
463,Soja
464,Maiz
465,Maiz
466,Ganaderia
467,Soja
468,Soja
469,Soja
470,Soja
471,Maiz
472,Soja
473,Soja
474,Maiz
475,Maiz
476,Soja
477,Soja
478,Ganaderia
479,Soja
480,Soja
481,Soja
482,Maiz
483,Ganaderia
484,Ganaderia
485,Ganaderia
486,Maiz
487,Ganaderia
488,Soja
489,Ganaderia
490,Soja
491,Ganaderia
492,Soja
493,Soja
494,Soja
495,Maiz
496,Maiz
497,Maiz
498,Soja
499,Maiz
500,Maiz
501,Soja
502,Soja
503,Soja
504,Soja
505,Soja
506,Soja
507,Maiz
508,Ganaderia
509,Soja
510,Soja
511,Maiz
512,Soja
513,Soja
514,Maiz
515,Maiz
516,Maiz
517,Ganaderia
518,Soja
519,Ganaderia
520,Soja
521,Soja
522,Soja
523,Soja
524,Maiz
525,Soja
526,Ganaderia
527,Girasol
528,Ganaderia
529,Soja
530,Ganaderia
531,Soja
532,Soja
533,Soja
534,Ganaderia
535,Soja
536,Soja
537,Maiz
538,Soja
539,Maiz
540,Soja
541,Maiz
542,Ganaderia
543,Soja
544,Ganaderia
545,Soja
546,Soja
547,Ganaderia
548,Soja
549,Soja
550,Soja
551,Ganaderia
552,Maiz
553,Soja
554,Soja
555,Soja
556,Soja
557,Soja
558,Soja
559,Ganaderia
560,Soja
561,Ganaderia
562,Soja
563,Soja
564,Maiz
565,Leñosas
566,Soja
567,Soja
568,Maiz
569,Ganaderia
570,Maiz
571,Ganaderia
572,Soja
573,Maiz
574,Maiz
575,Ganaderia
576,Maiz
577,Soja
578,Maiz
579,Soja
580,Soja
581,Ganaderia
582,Soja
583,Soja
584,Soja
585,Ganaderia
586,Soja
587,Soja
588,Soja
589,Soja
590,Ganaderia
591,Soja
592,Soja
593,Soja
594,Sorgo
595,Ganaderia
596,Soja
597,Ganaderia
598,Ganaderia
599,Maiz
600,Soja
601,Ganaderia
602,Soja
603,Maiz
604,Soja
605,Maiz
606,Soja
607,Ganaderia
608,Ganaderia
609,Ganaderia
610,Soja
611,Sorgo
612,Ganaderia
613,Soja
614,Ganaderia
615,Ganaderia
616,Soja
617,Maiz
618,Soja
619,Soja
620,Soja
621,Soja
622,Ganaderia
623,Ganaderia
624,Maiz
625,Soja
626,Maiz
627,Soja
628,Maiz
629,Maiz
630,Soja
631,Ganaderia
632,Ganaderia
633,Maiz
634,Ganaderia
635,Soja
636,Soja
637,Soja
638,Soja
639,Soja
640,Maiz
641,Maiz
642,Maiz
643,Soja
644,Soja
645,Maiz
646,Soja
647,Girasol
648,Ganaderia
649,Soja
650,Ganaderia
651,Ganaderia
652,Maiz
653,Soja
654,Soja
655,Soja
656,Soja
657,Soja
658,Soja
659,Soja
660,Soja
661,Soja
662,Soja
663,Leñosas
664,Soja
665,Maiz
666,Soja
667,Ganaderia
668,Ganaderia
669,Maiz
670,Maiz
671,Soja
672,Soja
673,Soja
674,Soja
675,Ganaderia
676,Soja
677,Maiz
678,Leñosas
679,Maiz
680,Soja
681,Ganaderia
682,Maiz
683,Soja
684,Maiz
685,Soja
686,Maiz
687,Ganaderia
688,Maiz
689,Ganaderia
690,Maiz
691,Soja
692,Soja
693,Maiz
694,Soja
695,Soja
696,Soja
697,Ganaderia
698,Maiz
699,Ganaderia
700,Ganaderia
701,Soja
702,Soja
703,Ganaderia
704,Ganaderia
705,Soja
706,Maiz
707,Ganaderia
708,Soja
709,Maiz
710,Ganaderia
711,Ganaderia
712,Ganaderia
713,Soja
714,Soja
715,Soja
716,Soja
717,Soja
718,Maiz
719,Maiz
720,Maiz
721,Ganaderia
722,Soja
723,Ganaderia
724,Soja
725,Soja
726,Ganaderia
727,Soja
728,Soja
729,Ganaderia
730,Leñosas
731,Ganaderia
732,Ganaderia
733,Maiz
734,Soja
735,Ganaderia
736,Soja
737,Soja
738,Soja
739,Soja
740,Soja
741,Maiz
742,Soja
743,Soja
744,Soja
745,Soja
746,Soja
747,Soja
748,Maiz
749,Soja
750,Maiz
751,Soja
752,Ganaderia
753,Soja
754,Soja
755,Ganaderia
756,Ganaderia
757,Soja
758,Ganaderia
759,Soja
760,Soja
761,Soja
762,Ganaderia
763,Soja
764,Soja
765,Ganaderia
766,Ganaderia
767,Soja
768,Maiz
769,Ganaderia
770,Sorgo
771,Soja
772,Ganaderia
773,Soja
774,Soja
775,Soja
776,Soja
777,Soja
778,Maiz
779,Ganaderia
780,Soja
781,Ganaderia
782,Ganaderia
783,Sorgo
784,Soja
785,Maiz
786,Ganaderia
787,Ganaderia
788,Soja
789,Ganaderia
790,Soja
791,Maiz
792,Soja
793,Soja
794,Soja
795,Soja
796,Soja
797,Soja
798,Maiz
799,Maiz
800,Maiz
801,Sorgo
802,Sorgo
803,Sorgo
804,Sorgo
805,Soja
806,Soja
807,Ganaderia
808,Ganaderia
809,Ganaderia
810,Soja
811,Soja
812,Soja
813,Soja
814,Soja
815,Maiz
816,Maiz
817,Maiz
818,Ganaderia
819,Ganaderia
820,Soja
821,Soja
822,Soja
823,Soja
824,Ganaderia
825,Ganaderia
826,Soja
827,Ganaderia
828,Soja
829,Ganaderia
830,Soja
831,Maiz
832,Soja
833,Maiz
834,Maiz
835,Soja
836,Soja
837,Ganaderia
838,Maiz
839,Soja
840,Ganaderia
841,Soja
842,Soja
843,Soja
844,Soja
845,Maiz
846,Ganaderia
847,Soja
848,Soja
849,Ganaderia
850,Soja
851,Soja
852,Maiz
853,Soja
854,Maiz
855,Soja
856,Maiz
857,Ganaderia
858,Soja
859,Soja
860,Ganaderia
861,Maiz
862,Soja
863,Ganaderia
864,Soja
865,Soja
866,Maiz
867,Ganaderia
868,Ganaderia
869,Sorgo
870,Soja
871,Soja
872,Girasol
873,Ganaderia
874,Sorgo
875,Maiz
876,Maiz
877,Soja
878,Ganaderia
879,Ganaderia
880,Soja
881,Maiz
882,Soja
883,Ganaderia
884,Maiz
885,Maiz
886,Soja
887,Ganaderia
888,Ganaderia
889,Soja
890,Soja
891,Ganaderia
892,Soja
893,Ganaderia
894,Soja
895,Soja
896,Soja
897,Soja
898,Soja
899,Maiz
900,Ganaderia
901,Sorgo
902,Ganaderia
903,Maiz
904,Soja
905,Ganaderia
906,Soja
907,Ganaderia
908,Ganaderia
909,Soja
910,Maiz
911,Leñosas
912,Soja
913,Soja
914,Ganaderia
915,Maiz
916,Ganaderia
917,Soja
918,Soja
919,Ganaderia
920,Ganaderia
921,Soja
922,Soja
923,Ganaderia
924,Ganaderia
925,Soja
926,Soja
927,Soja
928,Soja
929,Maiz
930,Ganaderia
931,Soja
932,Maiz
933,Maiz
934,Ganaderia
935,Maiz
936,Soja
937,Ganaderia
938,Soja
939,Maiz
940,Maiz
941,Soja
942,Maiz
943,Soja
944,Soja
945,Soja
946,Maiz
947,Maiz
948,Sorgo
949,Maiz
950,Maiz
951,Soja
952,Maiz
953,Soja
954,Soja
955,Soja
956,Maiz
957,Soja
958,Soja
959,Ganaderia
960,Ganaderia
961,Soja
962,Maiz
963,Ganaderia
964,Soja
965,Soja
966,Soja
967,Ganaderia
968,Soja
969,Ganaderia
970,Girasol
971,Soja
972,Soja
973,Ganaderia
974,Soja
975,Maiz
976,Soja
977,Maiz
978,Maiz
979,Soja
980,Maiz
981,Soja
982,Soja
983,Maiz
984,Maiz
985,Ganaderia
986,Ganaderia
987,Soja
988,Ganaderia
989,Soja
990,Ganaderia
991,Ganaderia
992,Soja
993,Soja
994,Maiz
995,Ganaderia
996,Soja
997,Leñosas
998,Maiz
999,Maiz
1000,Maiz
1001,Soja
1002,Soja
1003,Maiz
1004,Soja
1005,Maiz
1006,Maiz
1007,Maiz
1008,Maiz
1009,Ganaderia
1010,Soja
1011,Soja
1012,Soja
1013,Ganaderia
1014,Maiz
1015,Ganaderia
1016,Ganaderia
1017,Ganaderia
1018,Maiz
1019,Soja
1020,Soja
1021,Maiz
1022,Ganaderia
1023,Soja
1024,Ganaderia
1025,Soja
1026,Soja
1027,Soja
1028,Soja
1029,Soja
1030,Ganaderia
1031,Soja
1032,Ganaderia
1033,Soja
1034,Ganaderia
1035,Ganaderia
1036,Soja
1037,Soja
1038,Soja
1039,Maiz
1040,Maiz
1041,Ganaderia
1042,Soja
1043,Ganaderia
1044,Soja
1045,Soja
1046,Soja
1047,Soja
1048,Maiz
1049,Soja
1050,Soja
1051,Maiz
1052,Soja
1053,Ganaderia
1054,Maiz
1055,Maiz
1056,Soja
1057,Ganaderia
1058,Soja
1059,Maiz
1060,Ganaderia
1061,Ganaderia
1062,Soja
1063,Soja
1064,Soja
1065,Ganaderia
1066,Ganaderia
1067,Soja
1068,Soja
1069,Ganaderia
1070,Ganaderia
1071,Soja
1072,Soja
1073,Ganaderia
1074,Ganaderia
1075,Soja
1076,Ganaderia
1077,Soja
1078,Ganaderia
1079,Ganaderia
1080,Soja
1081,Soja
1082,Soja
1083,Ganaderia
1084,Soja
1085,Maiz
1086,Soja
1087,Soja
1088,Maiz
1089,Soja
1090,Maiz
1091,Maiz
1092,Ganaderia
1093,Soja
1094,Soja
1095,Soja
1096,Soja
1097,Soja
1098,Sorgo
1099,Soja
1100,Soja
1101,Maiz
1102,Maiz
1103,Soja
1104,Soja
1105,Soja
1106,Soja
1107,Ganaderia
1108,Soja
1109,Soja
1110,Soja
1111,Soja
1112,Maiz
1113,Soja
1114,Leñosas
1115,Soja
1116,Maiz
1117,Soja
1118,Soja
1119,Maiz
1120,Ganaderia
1121,Soja
1122,Ganaderia
1123,Soja
1124,Soja
1125,Maiz
1126,Ganaderia
1127,Maiz
1128,Soja
1129,Soja
1130,Soja
1131,Ganaderia
1132,Ganaderia
1133,Maiz
1134,Soja
1135,Soja
1136,Ganaderia
1137,Maiz
1138,Soja
1139,Soja
1140,Ganaderia
1141,Maiz
1142,Maiz
1143,Soja
1144,Soja
1145,Ganaderia
1146,Soja
1147,Soja
1148,Soja
1149,Maiz
1150,Maiz
1151,Ganaderia
1152,Soja
1153,Maiz
1154,Ganaderia
1155,Leñosas
1156,Soja
1157,Soja
1158,Soja
1159,Maiz
1160,Soja
1161,Soja
1162,Maiz
1163,Soja
1164,Soja
1165,Soja
1166,Soja
1167,Soja
1168,Maiz
1169,Soja
1170,Ganaderia
1171,Leñosas
1172,Soja
1173,Ganaderia
1174,Maiz
1175,Soja
1176,Soja
1177,Maiz
1178,Ganaderia
1179,Maiz
1180,Leñosas
1181,Soja
1182,Ganaderia
1183,Soja
1184,Maiz
1185,Soja
1186,Soja
1187,Soja
1188,Maiz
1189,Soja
1190,Ganaderia
1191,Leñosas
1192,Soja
1193,Ganaderia
1194,Soja
1195,Ganaderia
1196,Soja
1197,Soja
1198,Soja
1199,Soja
1200,Maiz
1201,Soja
1202,Maiz
1203,Maiz
1204,Ganaderia
1205,Ganaderia
1206,Soja
1207,Soja
1208,Soja
1209,Soja
1210,Soja
1211,Maiz
1212,Ganaderia
1213,Soja
1214,Ganaderia
1215,Ganaderia
1216,Soja
1217,Maiz
1218,Maiz
1219,Ganaderia
1220,Maiz
1221,Soja
1222,Ganaderia
1223,Soja
1224,Soja
1225,Ganaderia
1226,Maiz
1227,Soja
1228,Maiz
1229,Soja
1230,Soja
1231,Soja
1232,Maiz
1233,Soja
1234,Ganaderia
1235,Maiz
1236,Soja
1237,Soja
1238,Soja
1239,Leñosas
1240,Ganaderia
1241,Soja
1242,Maiz
1243,Soja
1244,Soja
1245,Soja
1246,Soja
1247,Maiz
1248,Ganaderia
1249,Maiz
1250,Ganaderia
1251,Maiz
1252,Soja
1253,Soja
1254,Ganaderia
1255,Soja
1256,Maiz
1257,Maiz
1258,Soja
1259,Maiz
1260,Soja
1261,Ganaderia
1262,Soja
1263,Ganaderia
1264,Soja
1265,Maiz
1266,Soja
1267,Soja
1268,Soja
1269,Soja
1270,Soja
1271,Ganaderia
1272,Soja
1273,Soja
1274,Ganaderia
1275,Ganaderia
1276,Ganaderia
1277,Sorgo
1278,Ganaderia
1279,Ganaderia
1280,Ganaderia
1281,Soja
1282,Soja
1283,Soja
1284,Maiz
1285,Soja
1286,Soja
1287,Sorgo
1288,Soja
1289,Soja
1290,Soja
1291,Soja
1292,Sorgo
1293,Maiz
1294,Soja
1295,Soja
1296,Soja
1297,Soja
1298,Soja
1299,Maiz
1300,Maiz
1301,Soja
1302,Soja
1303,Maiz
1304,Maiz
1305,Soja
1306,Soja
1307,Maiz
1308,Soja
1309,Maiz
1310,Maiz
1311,Soja
1312,Soja
1313,Soja
1314,Ganaderia
1315,Soja
1316,Soja
1317,Ganaderia
1318,Ganaderia
1319,Soja
1320,Ganaderia
1321,Soja
1322,Soja
1323,Maiz
1324,Maiz
1325,Ganaderia
1326,Soja
1327,Ganaderia
1328,Maiz
1329,Soja
1330,Maiz
1331,Maiz
1332,Ganaderia
1333,Soja
1334,Soja
1335,Soja
1336,Maiz
1337,Ganaderia
1338,Ganaderia
1339,Soja
1340,Ganaderia
1341,Ganaderia
1342,Maiz
1343,Maiz
1344,Ganaderia
1345,Soja
1346,Soja
1347,Ganaderia
1348,Soja
1349,Ganaderia
1350,Soja
1351,Soja
1352,Soja
1353,Ganaderia
1354,Ganaderia
1355,Soja
1356,Maiz
1357,Soja
1358,Maiz
1359,Sorgo
1360,Soja
1361,Ganaderia
1362,Maiz
1363,Soja
1364,Sorgo
1365,Ganaderia
1366,Soja
1367,Soja
1368,Ganaderia
1369,Sorgo
1370,Soja
1371,Soja
1372,Soja
1373,Ganaderia
1374,Maiz
1375,Ganaderia
1376,Soja
1377,Ganaderia
1378,Soja
1379,Soja
1380,Soja
1381,Soja
1382,Soja
1383,Ganaderia
1384,Maiz
1385,Soja
1386,Soja
1387,Maiz
1388,Soja
1389,Soja
1390,Maiz
1391,Soja
1392,Ganaderia
1393,Soja
1394,Ganaderia
1395,Ganaderia
1396,Soja
1397,Ganaderia
1398,Soja
1399,Soja
1400,Maiz
1401,Ganaderia
1402,Maiz
1403,Ganaderia
1404,Ganaderia
1405,Soja
1406,Soja
1407,Maiz
1408,Maiz
1409,Soja
1410,Ganaderia
1411,Maiz
1412,Maiz
1413,Maiz
1414,Soja
1415,Soja
1416,Soja
1417,Ganaderia
1418,Soja
1419,Ganaderia
1420,Maiz
1421,Ganaderia
1422,Ganaderia
1423,Ganaderia
1424,Soja
1425,Ganaderia
